taxid,name,rank,lineage_name,lineage_id,son_of
1393840,Sepioteuthis cf. lessoniana MAN007,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393840,34569
1393841,Sepioteuthis cf. lessoniana MAN011,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN011,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393841,34569
1393842,Sepioteuthis cf. lessoniana MAN012,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN012,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393842,34569
1393843,Sepioteuthis cf. lessoniana MAN014,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN014,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393843,34569
1393844,Sepioteuthis cf. lessoniana MAN015,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393844,34569
1393845,Sepioteuthis cf. lessoniana MAN018,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393845,34569
1393846,Sepioteuthis cf. lessoniana MAN023,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393846,34569
1393847,Sepioteuthis cf. lessoniana MAN024,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393847,34569
1393848,Sepioteuthis cf. lessoniana MAN026,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN026,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393848,34569
1393849,Sepioteuthis cf. lessoniana MAN027,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN027,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393849,34569
1393850,Sepioteuthis cf. lessoniana MAN028,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN028,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393850,34569
1393851,Sepioteuthis cf. lessoniana MAN029,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN029,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393851,34569
1393852,Sepioteuthis cf. lessoniana MAN032,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN032,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393852,34569
1393853,Sepioteuthis cf. lessoniana MAN033,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN033,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393853,34569
1393854,Sepioteuthis cf. lessoniana MAN034,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN034,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393854,34569
1393855,Sepioteuthis cf. lessoniana MAN040,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN040,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393855,34569
1393856,Sepioteuthis cf. lessoniana MAN041,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN041,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393856,34569
1393857,Sepioteuthis cf. lessoniana MAN042,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN042,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393857,34569
1393858,Sepioteuthis cf. lessoniana MAN044,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN044,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393858,34569
1393859,Sepioteuthis cf. lessoniana MAN046,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN046,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393859,34569
1393860,Sepioteuthis cf. lessoniana PSE001,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393860,34569
1393861,Sepioteuthis cf. lessoniana PSE002,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393861,34569
1393862,Sepioteuthis cf. lessoniana PSE003,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393862,34569
1393863,Sepioteuthis cf. lessoniana PSE005,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE005,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393863,34569
1393864,Sepioteuthis cf. lessoniana PSE006,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393864,34569
1393865,Sepioteuthis cf. lessoniana PSE009,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393865,34569
1393866,Sepioteuthis cf. lessoniana PSE011,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE011,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393866,34569
1393867,Sepioteuthis cf. lessoniana PSE015,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393867,34569
1393868,Sepioteuthis cf. lessoniana PSE019,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393868,34569
1393869,Sepioteuthis cf. lessoniana PSE020,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE020,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393869,34569
1393870,Sepioteuthis cf. lessoniana PSE024,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393870,34569
1393871,Sepioteuthis cf. lessoniana PSE027,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE027,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393871,34569
1393872,Sepioteuthis cf. lessoniana RAJ00401,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ00401,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393872,34569
1393873,Sepioteuthis cf. lessoniana RAJ005,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ005,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393873,34569
1393874,Sepioteuthis cf. lessoniana RAJ006,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393874,34569
1393875,Sepioteuthis cf. lessoniana RAJ007,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393875,34569
1393876,Sepioteuthis cf. lessoniana RAJ008,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393876,34569
1393877,Sepioteuthis cf. lessoniana RAJ009,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393877,34569
1393878,Sepioteuthis cf. lessoniana RAJ016,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393878,34569
1393879,Sepioteuthis cf. lessoniana RAJ017,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ017,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393879,34569
1393880,Sepioteuthis cf. lessoniana RAJ018,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393880,34569
1393881,Sepioteuthis cf. lessoniana RAJ020,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ020,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393881,34569
1393882,Sepioteuthis cf. lessoniana RAJ021,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ021,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393882,34569
1393883,Sepioteuthis cf. lessoniana RAJ023,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393883,34569
1393884,Sepioteuthis cf. lessoniana RAJ024,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393884,34569
1393885,Sepioteuthis cf. lessoniana RAJ028,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ028,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393885,34569
1393886,Sepioteuthis cf. lessoniana RAJ029,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ029,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393886,34569
1393887,Sepioteuthis cf. lessoniana RAJ030,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ030,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393887,34569
1393888,Sepioteuthis cf. lessoniana RAJ032,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ032,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393888,34569
1393889,Sepioteuthis cf. lessoniana RAJ035,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ035,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393889,34569
1393890,Sepioteuthis cf. lessoniana RAJ036,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ036,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393890,34569
1393891,Sepioteuthis cf. lessoniana RAJ038,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ038,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393891,34569
1393892,Sepioteuthis cf. lessoniana SUM004,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana SUM004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393892,34569
1393893,Sepioteuthis cf. lessoniana SUM00401,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana SUM00401,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393893,34569
1393894,Sepioteuthis cf. lessoniana TIC00101,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00101,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393894,34569
1393895,Sepioteuthis cf. lessoniana TIC00102,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00102,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393895,34569
1393896,Sepioteuthis cf. lessoniana TIC00103,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00103,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393896,34569
1393897,Sepioteuthis cf. lessoniana TIC00421,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00421,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393897,34569
1393898,Sepioteuthis cf. lessoniana TIC00513,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00513,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393898,34569
1393899,Sepioteuthis cf. lessoniana TIC00514,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00514,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393899,34569
1393900,Sepioteuthis cf. lessoniana TIC00519,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00519,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393900,34569
1393901,Sepioteuthis cf. lessoniana TIC008,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393901,34569
1393902,Sepioteuthis cf. lessoniana TIC016,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393902,34569
1393903,Sepioteuthis cf. lessoniana TIC022,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC022,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393903,34569
1393904,Sepioteuthis cf. lessoniana TIC023,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393904,34569
1393905,Sepioteuthis cf. lessoniana TIC025,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC025,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393905,34569
1393906,Sepioteuthis cf. lessoniana VN002,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393906,34569
1393907,Sepioteuthis cf. lessoniana VN003,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393907,34569
1393908,Sepioteuthis cf. lessoniana VN007,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393908,34569
1393909,Sepioteuthis cf. lessoniana VN009,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393909,34569
1393910,Sepioteuthis cf. lessoniana VN015,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393910,34569
1393911,Sepioteuthis cf. lessoniana VN016,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393911,34569
1393912,Sepioteuthis cf. lessoniana VN068,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN068,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393912,34569
1393913,Sepioteuthis cf. lessoniana VN070,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN070,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393913,34569
1393914,Sepioteuthis cf. lessoniana VN079,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN079,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393914,34569
1393915,Sepioteuthis cf. lessoniana VN080,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN080,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393915,34569
1393916,Sepioteuthis cf. lessoniana VN082,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN082,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393916,34569
1393917,Sepioteuthis cf. lessoniana VN086,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN086,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393917,34569
1393918,Sepioteuthis cf. lessoniana VN090,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN090,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393918,34569
1393919,Sepioteuthis cf. lessoniana VN095,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN095,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393919,34569
1393920,Sepioteuthis cf. lessoniana VN097,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN097,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393920,34569
1393921,Sepioteuthis cf. lessoniana VN098,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN098,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393921,34569
1393922,Sepioteuthis cf. lessoniana VN108,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN108,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393922,34569
1393923,Sepioteuthis cf. lessoniana VN109,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN109,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393923,34569
1393924,Sepioteuthis cf. lessoniana VN150,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN150,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393924,34569
1393925,Sepioteuthis cf. lessoniana VN151,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN151,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393925,34569
1855180,Sepioteuthis sp. 2-shiroika,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis sp. 2-shiroika,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1855180,34569
1855181,Sepioteuthis sp. 1-akaika,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis sp. 1-akaika,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1855181,34569
1885036,Sepioteuthis cf. lessoniana PBSQ2,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PBSQ2,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1885036,34569
34570,Sepioteuthis lessoniana,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis lessoniana,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//34570,34569
61682,Sepioteuthis australis,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis australis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//61682,34569
665457,environmental samples,no rank,//Myopsina//Loliginidae//Sepioteuthis//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//665457,34569
665458,Sepioteuthis environmental sample,species,//Myopsina//Loliginidae//Sepioteuthis//environmental samples//Sepioteuthis environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//665457//665458,665457
78423,Sepioteuthis sepioidea,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis sepioidea,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//78423,34569
552058,Alloteuthis,genus,//Myopsina//Loliginidae//Alloteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058,6615
1608262,Alloteuthis sp. BOLD:AAB2767,species,//Myopsina//Loliginidae//Alloteuthis//Alloteuthis sp. BOLD:AAB2767,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//1608262,552058
1608263,Alloteuthis sp. BNEAC089-13,species,//Myopsina//Loliginidae//Alloteuthis//Alloteuthis sp. BNEAC089-13,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//1608263,552058
1676463,Alloteuthis sp. KG-2015,species,//Myopsina//Loliginidae//Alloteuthis//Alloteuthis sp. KG-2015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//1676463,552058
54069,Alloteuthis subulata,species,//Myopsina//Loliginidae//Alloteuthis//Alloteuthis subulata,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//54069,552058
549390,Alloteuthis africana,species,//Myopsina//Loliginidae//Alloteuthis//Alloteuthis africana,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//549390,552058
549391,Alloteuthis media,species,//Myopsina//Loliginidae//Alloteuthis//Alloteuthis media,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552058//549391,552058
552060,Afrololigo,genus,//Myopsina//Loliginidae//Afrololigo,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552060,6615
78440,Afrololigo mercatoris,species,//Myopsina//Loliginidae//Afrololigo//Afrololigo mercatoris,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//552060//78440,552060
55717,Loliolus,genus,//Myopsina//Loliginidae//Loliolus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717,6615
1678804,Loliolus sp. 1 GS-2015,species,//Myopsina//Loliginidae//Loliolus//Loliolus sp. 1 GS-2015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1678804,55717
1792599,Loliolus sumatrensis,species,//Myopsina//Loliginidae//Loliolus//Loliolus sumatrensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1792599,55717
1986002,Loliolus sp. Ba01,species,//Myopsina//Loliginidae//Loliolus//Loliolus sp. Ba01,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1986002,55717
1986003,Loliolus sp. Ba02,species,//Myopsina//Loliginidae//Loliolus//Loliolus sp. Ba02,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//55717//1986003,55717
